apt_id,profile,POI,CENA,M2,ZDJ,ATRAKCYJNOSC,price_pln_m2,size_m2,photos_count,TOP_PLUS,TOP_MINUS
A023,studencki,0.1619,0.1595,0.864,0.5507,0.3209,14528.0,41.6,4,"przystanek_autobus(+0.82), park(+0.58), uczelnia(+0.52)","szpital_przychodnia(0.00), apteka(0.00), sklep(0.00)"
A023,singiel,0.1335,0.1595,0.864,0.5507,0.4191,14528.0,41.6,4,"przystanek_autobus(+0.82), park(+0.58), przystanek_tramwaj(+0.29)","szpital_przychodnia(0.00), apteka(0.00), sklep(0.00)"
A023,wlasciciel_psa,0.171,0.1595,0.5533,0.5507,0.3024,14528.0,41.6,4,"park(+0.89), przystanek_autobus(+0.82), przystanek_tramwaj(+0.29)","szpital_przychodnia(0.00), apteka(0.00), sklep(0.00)"
A023,uniwersalny,0.1479,0.1595,0.5939,0.5507,0.345,14528.0,41.6,4,"przystanek_autobus(+0.82), park(+0.58), plac_zabaw(+0.32)","szpital_przychodnia(0.00), apteka(0.00), sklep(0.00)"
A024,rodzinny,0.2463,0.3055,0.0725,0.8347,0.2181,13859.0,27.9,9,"przystanek_tramwaj(+0.73), przystanek_autobus(+0.64), park(+0.52)","pub(-0.08), stacja_kolej_metro(0.00), galeria(0.00)"
A024,studencki,0.2623,0.3055,0.316,0.8347,0.3168,13859.0,27.9,9,"przystanek_tramwaj(+0.73), uczelnia(+0.65), przystanek_autobus(+0.64)","biblioteka(0.00), stacja_kolej_metro(0.00), klub(0.00)"
A024,singiel,0.2395,0.3055,0.316,0.8347,0.3191,13859.0,27.9,9,"przystanek_tramwaj(+0.73), przystanek_autobus(+0.64), park(+0.34)","silownia(0.00), stacja_kolej_metro(0.00), szkola_przedszkole(0.00)"
A024,wlasciciel_psa,0.2472,0.3055,0.0967,0.8347,0.2431,13859.0,27.9,9,"przystanek_tramwaj(+0.73), przystanek_autobus(+0.64), park(+0.52)","pub(-0.03), weterynarz(0.00), sklep_zoologiczny(0.00)"
A024,uniwersalny,0.2486,0.3055,0.1788,0.8347,0.3298,13859.0,27.9,9,"przystanek_tramwaj(+0.73), przystanek_autobus(+0.64), plac_zabaw(+0.46)","biblioteka(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A025,rodzinny,0.3037,0.6595,1.0,0.6988,0.6731,12237.0,67.1,6,"sklep(+0.68), przystanek_autobus(+0.67), szkola_przedszkole(+0.65)","klub(-0.03), pub(-0.01), przystanek_tramwaj(0.00)"
A025,studencki,0.2233,0.6595,1.0,0.6988,0.5551,12237.0,67.1,6,"sklep(+0.68), przystanek_autobus(+0.67), park(+0.39)","przystanek_tramwaj(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A025,singiel,0.2407,0.6595,1.0,0.6988,0.6759,12237.0,67.1,6,"sklep(+0.68), przystanek_autobus(+0.67), park(+0.39)","przystanek_tramwaj(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A025,wlasciciel_psa,0.2911,0.6595,1.0,0.6988,0.5978,12237.0,67.1,6,"sklep(+0.68), przystanek_autobus(+0.67), park(+0.60)","klub(-0.01), pub(-0.00), przystanek_tramwaj(0.00)"
A025,uniwersalny,0.2891,0.6595,1.0,0.6988,0.6564,12237.0,67.1,6,"sklep(+0.68), przystanek_autobus(+0.67), plac_zabaw(+0.42)","przystanek_tramwaj(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A026,rodzinny,0.7738,0.0986,0.7275,0.5507,0.6091,14807.0,54.1,4,"sklep(+1.00), przystanek_autobus(+1.00), szkola_przedszkole(+1.00)","klub(-0.50), pub(-0.30), stacja_kolej_metro(0.00)"
A026,studencki,0.8966,0.0986,1.0,0.5507,0.6207,14807.0,54.1,4,"sklep(+1.00), przystanek_autobus(+1.00), pub(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A026,singiel,0.8884,0.0986,1.0,0.5507,0.6342,14807.0,54.1,4,"sklep(+1.00), kawiarnia_restauracja(+1.00), przystanek_autobus(+1.00)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A026,wlasciciel_psa,0.8292,0.0986,0.97,0.5507,0.7114,14807.0,54.1,4,"sklep(+1.00), przystanek_autobus(+1.00), park(+1.00)","klub(-0.20), pub(-0.10), stacja_kolej_metro(0.00)"
A026,uniwersalny,0.8882,0.0986,0.9727,0.5507,0.6655,14807.0,54.1,4,"sklep(+1.00), przystanek_autobus(+1.00), apteka(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.35)"
A027,rodzinny,0.4592,0.1802,0.325,0.5507,0.3543,14433.0,38.0,4,"sklep(+1.00), szkola_przedszkole(+0.95), przystanek_autobus(+0.93)","pub(-0.00), stacja_kolej_metro(0.00), klub(-0.00)"
A027,studencki,0.3243,0.1802,0.72,0.5507,0.3643,14433.0,38.0,4,"sklep(+1.00), przystanek_autobus(+0.93), park(+0.52)","uczelnia(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A027,singiel,0.3628,0.1802,0.72,0.5507,0.4333,14433.0,38.0,4,"sklep(+1.00), przystanek_autobus(+0.93), kawiarnia_restauracja(+0.53)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A027,wlasciciel_psa,0.4341,0.1802,0.4333,0.5507,0.3889,14433.0,38.0,4,"sklep(+1.00), przystanek_autobus(+0.93), park(+0.79)","pub(-0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A027,uniwersalny,0.4372,0.1802,0.4848,0.5507,0.4043,14433.0,38.0,4,"sklep(+1.00), przystanek_autobus(+0.93), plac_zabaw(+0.65)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A028,rodzinny,0.381,0.4478,0.68,0.7534,0.5326,13207.0,52.2,7,"szkola_przedszkole(+0.95), sklep(+0.95), przystanek_tramwaj(+0.87)","stacja_kolej_metro(0.00), silownia(0.00), galeria(0.00)"
A028,studencki,0.2556,0.4478,1.0,0.7534,0.4966,13207.0,52.2,7,"sklep(+0.95), przystanek_tramwaj(+0.87), przystanek_autobus(+0.72)","uczelnia(0.00), biblioteka(0.00), stacja_kolej_metro(0.00)"
A028,singiel,0.2812,0.4478,1.0,0.7534,0.6147,13207.0,52.2,7,"sklep(+0.95), przystanek_tramwaj(+0.87), przystanek_autobus(+0.72)","silownia(0.00), stacja_kolej_metro(0.00), pub(0.00)"
A028,wlasciciel_psa,0.3444,0.4478,0.9067,0.7534,0.5542,13207.0,52.2,7,"sklep(+0.95), przystanek_tramwaj(+0.87), przystanek_autobus(+0.72)","stacja_kolej_metro(0.00), klub(-0.00), silownia(0.00)"
A028,uniwersalny,0.358,0.4478,0.9152,0.7534,0.6069,13207.0,52.2,7,"sklep(+0.95), przystanek_tramwaj(+0.87), przystanek_autobus(+0.72)","biblioteka(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A029,rodzinny,0.6079,0.6001,0.4225,0.4512,0.5244,12509.0,41.9,3,"przystanek_tramwaj(+1.00), sklep(+1.00), przystanek_autobus(+1.00)","klub(-0.43), pub(-0.30), stacja_kolej_metro(0.00)"
A029,studencki,0.7343,0.6001,0.876,0.4512,0.7015,12509.0,41.9,3,"przystanek_tramwaj(+1.00), sklep(+1.00), przystanek_autobus(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A029,singiel,0.7439,0.6001,0.876,0.4512,0.7252,12509.0,41.9,3,"przystanek_tramwaj(+1.00), sklep(+1.00), przystanek_autobus(+1.00)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A029,wlasciciel_psa,0.6242,0.6001,0.5633,0.4512,0.5925,12509.0,41.9,3,"przystanek_tramwaj(+1.00), sklep(+1.00), przystanek_autobus(+1.00)","klub(-0.17), pub(-0.10), stacja_kolej_metro(0.00)"
A029,uniwersalny,0.7003,0.6001,0.603,0.4512,0.6087,12509.0,41.9,3,"przystanek_tramwaj(+1.00), sklep(+1.00), przystanek_autobus(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), weterynarz(0.05)"
A030,rodzinny,0.8041,0.7441,0.5,0.7981,0.6702,11849.0,45.0,8,"sklep(+1.00), szkola_przedszkole(+1.00), przystanek_autobus(+1.00)","pub(-0.29), klub(-0.10), stacja_kolej_metro(0.00)"
A030,studencki,0.8064,0.7441,1.0,0.7981,0.8229,11849.0,45.0,8,"sklep(+1.00), przystanek_autobus(+1.00), przystanek_tramwaj(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A030,singiel,0.8201,0.7441,1.0,0.7981,0.8554,11849.0,45.0,8,"sklep(+1.00), kawiarnia_restauracja(+1.00), przystanek_autobus(+1.00)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A030,wlasciciel_psa,0.8527,0.7441,0.6667,0.7981,0.7725,11849.0,45.0,8,"sklep(+1.00), przystanek_autobus(+1.00), park(+1.00)","pub(-0.10), klub(-0.04), stacja_kolej_metro(0.00)"
A030,uniwersalny,0.8671,0.7441,0.697,0.7981,0.775,11849.0,45.0,8,"sklep(+1.00), przystanek_autobus(+1.00), przystanek_tramwaj(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.07)"
A031,rodzinny,0.2142,1.0,0.7025,0.7534,0.5936,10286.0,53.1,7,"przystanek_tramwaj(+0.69), przystanek_autobus(+0.50), szkola_przedszkole(+0.34)","pub(-0.05), stacja_kolej_metro(0.00), klub(-0.00)"
A031,studencki,0.1842,1.0,1.0,0.7534,0.6614,10286.0,53.1,7,"przystanek_tramwaj(+0.69), przystanek_autobus(+0.50), sklep(+0.19)","uczelnia(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A031,singiel,0.2061,1.0,1.0,0.7534,0.7892,10286.0,53.1,7,"przystanek_tramwaj(+0.69), przystanek_autobus(+0.50), kawiarnia_restauracja(+0.20)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A031,wlasciciel_psa,0.2188,1.0,0.9367,0.7534,0.6171,10286.0,53.1,7,"przystanek_tramwaj(+0.69), przystanek_autobus(+0.50), weterynarz(+0.21)","pub(-0.02), stacja_kolej_metro(0.00), galeria(0.00)"
A031,uniwersalny,0.2222,1.0,0.9424,0.7534,0.7124,10286.0,53.1,7,"przystanek_tramwaj(+0.69), przystanek_autobus(+0.50), szkola_przedszkole(+0.22)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A032,rodzinny,0.1607,0.1204,0.9075,0.6988,0.4783,14707.0,61.3,6,"szkola_przedszkole(+0.53), przystanek_autobus(+0.43), plac_zabaw(+0.34)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A032,studencki,0.1022,0.1204,1.0,0.6988,0.318,14707.0,61.3,6,"przystanek_autobus(+0.43), sklep(+0.25), uczelnia(+0.22)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A032,singiel,0.0884,0.1204,1.0,0.6988,0.4492,14707.0,61.3,6,"przystanek_autobus(+0.43), sklep(+0.25), park(+0.16)","szpital_przychodnia(0.00), silownia(0.00), przystanek_tramwaj(0.00)"
A032,wlasciciel_psa,0.1317,0.1204,1.0,0.6988,0.4183,14707.0,61.3,6,"przystanek_autobus(+0.43), sklep(+0.25), park(+0.25)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A032,uniwersalny,0.1432,0.1204,1.0,0.6988,0.4779,14707.0,61.3,6,"przystanek_autobus(+0.43), szkola_przedszkole(+0.34), plac_zabaw(+0.34)","szpital_przychodnia(0.00), stacja_kolej_metro(0.00), przystanek_tramwaj(0.00)"
A033,rodzinny,0.6864,1.0,1.0,0.7981,0.8801,8590.0,69.3,8,"przystanek_autobus(+1.00), sklep(+1.00), szkola_przedszkole(+1.00)","pub(-0.07), stacja_kolej_metro(0.00), klub(-0.00)"
A033,studencki,0.5701,1.0,1.0,0.7981,0.8179,8590.0,69.3,8,"przystanek_autobus(+1.00), sklep(+1.00), silownia(+0.95)","stacja_kolej_metro(0.00), klub(0.00), galeria(0.00)"
A033,singiel,0.626,1.0,1.0,0.7981,0.8964,8590.0,69.3,8,"przystanek_autobus(+1.00), sklep(+1.00), silownia(+0.95)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A033,wlasciciel_psa,0.6975,1.0,1.0,0.7981,0.8538,8590.0,69.3,8,"przystanek_autobus(+1.00), sklep(+1.00), przystanek_tramwaj(+0.91)","pub(-0.02), stacja_kolej_metro(0.00), galeria(0.00)"
A033,uniwersalny,0.7,1.0,1.0,0.7981,0.8797,8590.0,69.3,8,"przystanek_autobus(+1.00), sklep(+1.00), przystanek_tramwaj(+0.91)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A034,rodzinny,0.7587,0.7474,1.0,0.6321,0.8466,11834.0,71.9,5,"sklep(+1.00), szkola_przedszkole(+1.00), przystanek_tramwaj(+1.00)","pub(-0.05), stacja_kolej_metro(0.00), klub(-0.00)"
A034,studencki,0.6095,0.7474,1.0,0.6321,0.737,11834.0,71.9,5,"sklep(+1.00), przystanek_tramwaj(+1.00), przystanek_autobus(+0.95)","uczelnia(0.00), stacja_kolej_metro(0.00), galeria(0.00)"
A034,singiel,0.665,0.7474,1.0,0.6321,0.8094,11834.0,71.9,5,"sklep(+1.00), przystanek_tramwaj(+1.00), kawiarnia_restauracja(+0.99)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A034,wlasciciel_psa,0.7759,0.7474,1.0,0.6321,0.8302,11834.0,71.9,5,"sklep(+1.00), przystanek_tramwaj(+1.00), weterynarz(+0.98)","pub(-0.02), stacja_kolej_metro(0.00), galeria(0.00)"
A034,uniwersalny,0.7658,0.7474,1.0,0.6321,0.8114,11834.0,71.9,5,"sklep(+1.00), przystanek_tramwaj(+1.00), przystanek_autobus(+0.95)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A035,rodzinny,0.7008,0.5375,0.4875,0.0,0.5478,12796.0,44.5,0,"sklep(+1.00), przystanek_autobus(+1.00), szkola_przedszkole(+1.00)","pub(-0.26), stacja_kolej_metro(0.00), klub(-0.00)"
A035,studencki,0.6413,0.5375,0.98,0.0,0.6406,12796.0,44.5,0,"sklep(+1.00), przystanek_autobus(+1.00), przystanek_tramwaj(+1.00)","stacja_kolej_metro(0.00), klub(0.00), galeria(0.00)"
A035,singiel,0.6961,0.5375,0.98,0.0,0.7051,12796.0,44.5,0,"sklep(+1.00), przystanek_autobus(+1.00), kawiarnia_restauracja(+1.00)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A035,wlasciciel_psa,0.729,0.5375,0.65,0.0,0.6306,12796.0,44.5,0,"sklep(+1.00), przystanek_autobus(+1.00), przystanek_tramwaj(+1.00)","pub(-0.09), stacja_kolej_metro(0.00), galeria(0.00)"
A035,uniwersalny,0.7487,0.5375,0.6818,0.0,0.5635,12796.0,44.5,0,"sklep(+1.00), przystanek_autobus(+1.00), przystanek_tramwaj(+1.00)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A036,rodzinny,0.6922,0.2642,0.4,0.7534,0.4928,14048.0,41.0,7,"sklep(+1.00), apteka(+0.99), szkola_przedszkole(+0.98)","pub(-0.26), stacja_kolej_metro(0.00), klub(-0.00)"
A036,studencki,0.6104,0.2642,0.84,0.7534,0.5423,14048.0,41.0,7,"sklep(+1.00), apteka(+0.99), przystanek_tramwaj(+0.97)","stacja_kolej_metro(0.00), klub(0.00), galeria(0.00)"
A036,singiel,0.6726,0.2642,0.84,0.7534,0.5923,14048.0,41.0,7,"sklep(+1.00), kawiarnia_restauracja(+1.00), apteka(+0.99)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A036,wlasciciel_psa,0.7238,0.2642,0.5333,0.7534,0.5762,14048.0,41.0,7,"sklep(+1.00), apteka(+0.99), przystanek_tramwaj(+0.97)","pub(-0.09), stacja_kolej_metro(0.00), galeria(0.00)"
A036,uniwersalny,0.7318,0.2642,0.5758,0.7534,0.5713,14048.0,41.0,7,"sklep(+1.00), apteka(+0.99), przystanek_tramwaj(+0.97)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.00)"
A037,rodzinny,0.6367,0.0,0.61,0.8347,0.5086,15671.0,49.4,9,"sklep(+1.00), szkola_przedszkole(+1.00), park(+1.00)","klub(-0.36), pub(-0.29), stacja_kolej_metro(0.00)"
A037,studencki,0.7125,0.0,1.0,0.8347,0.5267,15671.0,49.4,9,"sklep(+1.00), pub(+0.97), przystanek_tramwaj(+0.90)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A037,singiel,0.7285,0.0,1.0,0.8347,0.5739,15671.0,49.4,9,"kawiarnia_restauracja(+1.00), sklep(+1.00), pub(+0.97)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A037,wlasciciel_psa,0.6654,0.0,0.8133,0.8347,0.5852,15671.0,49.4,9,"sklep(+1.00), park(+1.00), przystanek_tramwaj(+0.90)","klub(-0.14), pub(-0.10), stacja_kolej_metro(0.00)"
A037,uniwersalny,0.7252,0.0,0.8303,0.8347,0.5918,15671.0,49.4,9,"sklep(+1.00), przystanek_tramwaj(+0.90), przystanek_autobus(+0.87)","stacja_kolej_metro(0.00), galeria(0.00), klub(0.25)"
A038,rodzinny,0.3227,0.2119,0.62,0.4512,0.4259,14288.0,49.8,3,"sklep(+0.95), przystanek_autobus(+0.87), park(+0.55)","klub(-0.08), pub(-0.05), stacja_kolej_metro(0.00)"
A038,studencki,0.2892,0.2119,1.0,0.4512,0.4124,14288.0,49.8,3,"sklep(+0.95), przystanek_autobus(+0.87), park(+0.36)","stacja_kolej_metro(0.00), galeria(0.00), plac_zabaw(0.00)"
A038,singiel,0.2987,0.2119,1.0,0.4512,0.5214,14288.0,49.8,3,"sklep(+0.95), przystanek_autobus(+0.87), park(+0.36)","stacja_kolej_metro(0.00), szkola_przedszkole(0.00), galeria(0.00)"
A038,wlasciciel_psa,0.3144,0.2119,0.8267,0.4512,0.4544,14288.0,49.8,3,"sklep(+0.95), przystanek_autobus(+0.87), park(+0.55)","klub(-0.03), pub(-0.02), stacja_kolej_metro(0.00)"
A038,uniwersalny,0.3276,0.2119,0.8424,0.4512,0.4717,14288.0,49.8,3,"sklep(+0.95), przystanek_autobus(+0.87), plac_zabaw(+0.46)","stacja_kolej_metro(0.00), galeria(0.00), pub(0.05)"
A039,rodzinny,0.1532,0.7166,0.3175,0.6321,0.3555,11975.0,37.7,5,"przystanek_autobus(+1.00), szkola_przedszkole(+0.46), plac_zabaw(+0.31)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A039,studencki,0.1052,0.7166,0.708,0.6321,0.4661,11975.0,37.7,5,"przystanek_autobus(+1.00), uczelnia(+0.14), bank_atm(+0.09)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A039,singiel,0.1013,0.7166,0.708,0.6321,0.5555,11975.0,37.7,5,"przystanek_autobus(+1.00), bank_atm(+0.09), park(+0.08)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A039,wlasciciel_psa,0.1277,0.7166,0.4233,0.6321,0.3594,11975.0,37.7,5,"przystanek_autobus(+1.00), plac_zabaw(+0.16), szkola_przedszkole(+0.16)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
A039,uniwersalny,0.1405,0.7166,0.4758,0.6321,0.4589,11975.0,37.7,5,"przystanek_autobus(+1.00), plac_zabaw(+0.31), szkola_przedszkole(+0.30)","szpital_przychodnia(0.00), apteka(0.00), przystanek_tramwaj(0.00)"
